year_month,id,name_odp,postcode_odp,ods,name_ods,postcode_ods,accept_adults,accept_adults_free,accept_children,referral_only,not_updated,not_found
202310,2344780001,NAVDEEP CHAL,SG5 2JT,V005804,OLD PARK DENTAL SURGERY,SG5 2JT,NA,NA,NA,NA,TRUE,FALSE
202310,6235200002,MR GS CHANA,LS8 4EZ,V004491,DENTAL SURGERY,LS8 4EZ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1012810061,OASIS DENTAL CARE LTD,HP10 9LT,V000425,DENTAL SURGERY,HP10 9LT,NA,NA,NA,TRUE,FALSE,FALSE
202310,7358680001,ASCENT DENTAL CARE PARTNERSHIP - LEAMINGTON SPA,CV32 5SZ,V006136,DENTAL SURGERY,CV32 5SZ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1224910001,NORFOLK PARK FAMILY DENTAL CENTRE,S2 3UA,V000050,NORFOLK PARK DENTAL SURGERY,S2 3UA,NA,NA,NA,NA,NA,TRUE
202310,2508050004,MRS A CHAGGER,RM14 2QU,V010875,7 ST MARYS LANE,RM14 2QU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3271230002,MRS JM COOPER,WA13 9QW,V010725,152 RUSHGREEN ROAD (DENTAL SURGERY),WA13 9QW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3580370001,MR MR NAJAFI,SW6 1NP,V004540,DENTAL SURGERY,SW6 1NP,NA,NA,NA,NA,TRUE,FALSE
202310,1232260001,ANAND DINKER PATEL,KT2 5HE,V002316,DENTAL SURGERY,KT2 5HE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1897310001,SPICER ROAD DENTAL PRACTICE LTD,EX1 1SX,V007931,SPICER ROAD DENTAL PRACTICE,EX1 1SX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8634750001,MRS R SIVAKUMARAN,SE5 8EE,V000532,DENMARK HILL (DENTAL SURGERY),SE5 8EE,NA,NA,NA,NA,TRUE,FALSE
202310,1915740001,"BATE, HIGHTON & SCOULAR",BL6 7AD,V006097,HORWICH DENTAL PRACTICE,BL6 7AD,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,2358810001,MR S HELM,M6 5PP,V002731,DENTAL SURGERY,M6 5PP,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1018780000,MAPLE DENTALCARE LIMITED,M23 9HN,V005475,DENTAL SURGERY,M23 9HN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1219080002,BULWELL DENTAL PRACTICE,NG1 4HJ,V003688,DENTAL SURGERY,NG1 4HJ,NA,NA,NA,NA,TRUE,FALSE
202310,2503330002,MR JS JANDU,WS5 4JJ,V008326,DENTAL SURGERY,WS5 4JJ,NA,NA,NA,TRUE,FALSE,FALSE
202310,9529070001,CAMPBELL DENTAL HEALTH,DN15 7RQ,V008211,MYERS AND CAMPBELL AND ASSOCIATE,DN15 7RQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9495580002,MR DF EVANS,NR35 1AX,V000397,DENTAL SURGERY,NR35 1AX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7453590001,MISS A AGARWAL,E14 9DH,V028499,MILLHARBOUR DENTISTRY (DENTAL SURGERY),E14 9DH,NA,NA,NA,NA,TRUE,FALSE
202310,8315140002,MR NC GREEN,GU6 8SN,V004770,KELSHAM DENTAL CARE,GU6 8SN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3320890001,DR SUDHAKAR DAMODARASWAMY,B14 4LR,V001193,DENTAL SURGERY,B14 4LR,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1789260001,MADFORD LANE PARTNERSHIP,PL15 9EB,V001452,CASTLE RISE DENTAL PRACTICE,PL15 9EB,NA,NA,NA,NA,TRUE,FALSE
202310,3375010001,BOND DENTAL LONDON (NOTTING HILL),W11 3HL,V005068,NOTTING HILL DENTAL SURGERY,W11 3HL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1459470001,MR A K R JAKHU,ST21 6DF,V010033,CASTLE STREET (DENTAL SURGERY),ST21 6DF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7828740001,MR DR SADOH,N4 2AA,V002729,SMILE AND SHINE DENTAL PRACTICE,N4 2AA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8191660001,MRS CA HARRINGTON,CV7 7QG,V010226,STONETON CRESCENT (DENTAL SURGERY),CV7 7QG,NA,NA,NA,TRUE,FALSE,FALSE
202310,2334390001,WOOD GREEN DENTAL PRACTICE PARTNERSHIP,N22 6BH,V004883,WOODGREEN DENTAL SURGERY,N22 6BH,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1628840001,REDHILL DENTAL PRACTICE,DY8 1ND,V004055,RED HILL DENTAL PRACTICE,DY8 1ND,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,6508890001,MR SO ODAI,WF16 0JU,V002947,MR & MRS ODAI,WF16 0JU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2578420001,MR N JAIN,WS9 8AJ,V006988,ALDRIDGE DENTAL PRACTICE,WS9 8AJ,NA,NA,NA,NA,TRUE,FALSE
202310,1370810001,DENTAL LIVING,IG5 0NZ,V002509,DENTAL SURGERY,IG5 0NZ,NA,NA,NA,NA,TRUE,FALSE
202310,2147520001,EDENTAL,SM5 1HE,V004506,DENTAL SURGERY,SM5 1HE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1800090001,AESTHETIC DENTAL IMPLANT SURGERY,B13 8JS,V001185,DENTAL SURGERY,B13 8JS,NA,NA,NA,NA,TRUE,FALSE
202310,3426450001,MR AM HATHIARI,LE3 5EQ,V007746,DENTAL SURGERY,LE3 5EQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5601970003,"PHILOBBOS,PERAM & SURANA",OL8 4SA,V000169,DENTAL SURGERY,OL8 4SA,NA,NA,NA,NA,TRUE,FALSE
202310,2779320002,MR IO OSHIGA,NR5 0RS,V000710,BEECHCROFT DENTAL PRACTICE,NR5 0RS,NA,NA,NA,NA,TRUE,FALSE
202310,1175010001,THE HIGH STREET DENTAL PRACTICE,CB22 3BG,V002781,HIGH STREET DENTAL PRACTICE,CB22 3BG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2799780001,MR AG PAUL,HA3 0UN,V002986,DENTAL SURGERY,HA3 0UN,NA,NA,NA,NA,TRUE,FALSE
202310,7254040001,SKY DENTAL PRACTICE PARTNERSHIP,N8 0PH,V004824,SKY DENTAL PRACTICE,N8 0PH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7559310006,MISS R DHARIWAL,M29 7DY,V007346,B C KELLY AND M A VALLELY,M29 7DY,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1710850001,LONDON DENTAL STUDIOS,SW1V 1QT,V003763,THE LONDON DENTAL STUDIO,SW1V 1QT,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,9643280001,MISS FA RAMJOHN,NW9 7AA,V004953,IVORY DENTAL PRACTICE,NW9 7AA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1217890001,MR M HAMBURGER AND MRS R SADLER,LE3 1AL,V000041,DENTAL SURGERY,LE3 1AL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1183540001,KING'S ROAD DENTAL PRACTICE LTD,HP4 3BD,V017130,22 KINGS ROAD (DENTAL SURGERY),HP4 3BD,NA,NA,NA,NA,TRUE,FALSE
202310,7292990001,MISS MB QUEENAN,RH8 0AS,V002042,NEW LODGE DENTAL SURGERY,RH8 0AS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5767780001,MR AK FANG,N3 1XY,V005918,THE DENTAL PRACTICE,N3 1XY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1650690001,THE FENTON DENTAL SURGERY,N8 0RP,V004827,DENTAL SURGERY,N8 0RP,NA,NA,NA,NA,TRUE,FALSE
202310,1016610000,HERTS URGENT DENTAL CARE (OUT OF HOURS) LIMITED,CR9 1PJ,V014012,EDRIDGE ROAD COMMUNITY H.C.,CR9 1PJ,NA,NA,NA,NA,NA,TRUE
202310,1180600011,GENIX HEALTHCARE TICKHILL LTD,DN11 9HY,V009252,DENTAL SURGERY,DN11 9HY,NA,NA,NA,TRUE,FALSE,FALSE
202310,1467490001,PATIALI LIMITED,DA10 0BF,V005498,SWANSCOMBE HEALTH CENTRE,DA10 0BF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5743760001,EUSTACE AND PARTNERS,TN13 3TQ,V003633,DENTAL SURGERY,TN13 3TQ,NA,NA,NA,NA,TRUE,FALSE
202310,1933560001,GUISELEY DENTAL CARE,LS20 9BT,V003009,GUISELEY DENTAL CARE,LS20 9BT,NA,NA,NA,TRUE,FALSE,FALSE
202310,7699670004,MR MA TAI,WS9 8PT,V006959,DENTAL SURGERY,WS9 8PT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3214190001,OAKDALE DENTAL PRACTICE,HA6 1QN,V001519,DENTAL SURGERY,HA6 1QN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,2225260001,MR MR HANSON,LS25 1EZ,V002681,M R HANSON & ASSOCIATES DENTAL,LS25 1EZ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,8289630001,WOODBURY PARK DENTAL SURGERY PARTNERSHIP,TN4 9NH,V003703,WOODBURY PARK DENTAL SURGERY,TN4 9NH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6414640004,THE GALLERY DENTAL CENTRE OF EXCELLENCE PARTNERS,RG6 3HD,V003707,THE GALLERY DENTAL CENTRE,RG6 3HD,NA,NA,NA,NA,NA,TRUE
202310,9084950001,MARK HOWARD HAMBURGER AND REBECCA PETA SADLER,BR2 7JE,V008842,HAYES DENTAL SURGERY,BR2 7JE,NA,NA,NA,NA,TRUE,FALSE
202310,2738990001,MR A BECK,W12 9AU,V004577,DENTAL SURGERY,W12 9AU,NA,NA,NA,NA,TRUE,FALSE
202310,1153040001,MS A MODARRESI-TEHRANI,RG21 8UL,V006005,WINCHESTER ROAD DENTAL SURGERY,RG21 8UL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9329650002,MR A MEHRI,N12 0BT,V000621,THE GREEN DENTAL PRACTICE,N12 0BT,NA,NA,NA,NA,TRUE,FALSE
202310,3318800001,MR NK PATEL,HA6 1QN,V001519,DENTAL SURGERY,HA6 1QN,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1676220001,JCS DENTAL PRACTICE,DN2 5BE,V002862,WHITEGATES DENTAL SURGERY,DN2 5BE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8480770001,MISS NP MCVEIGH,SL5 7AQ,V004350,MCVEIGH DENTAL CARE,SL5 7AQ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8241190001,MR NA HARRIS,TQ4 5BP,V004479,TREHARNE & HARRIS DENTAL SURGEONS,TQ4 5BP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,3406420001,MR M BADELI,CH2 1AE,V005932,LIVERPOOL ROAD (DENTAL SURGERY),CH2 1AE,NA,NA,NA,NA,TRUE,FALSE
202310,6759110001,ACORN DENTAL HEALTH,SO30 4FQ,V008096,ACORN DENTAL HEALTH,SO30 4FQ,NA,NA,NA,NA,NA,TRUE
202310,1085530003,AMIT FRANKIE RAI,TW8 0EW,V177255,KEW BRIDGE DENTAL,TW8 0EW,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8175460001,SANDIP KAUR DAU,RH19 3AW,V000655,DENTAL SURGERY,RH19 3AW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9939800002,MISS SH WILKINSON,TN5 7JR,V011043,COUNTRY DENTAL PRACTICE,TN5 7JR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6186830002,PAPINENI DENTAL PRACTICE,SS7 5RE,V008060,DENTAL SURGERY,SS7 5RE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,5747320002,FAMILY DENTAL PRACTICE,CM14 4BJ,V005940,FAMILY DENTAL PRACTICE,CM14 4BJ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,3052860001,LEIGH DENTAL PRACTICE LIMITED,EN1 3BX,V006867,NEW RIVER DENTAL,EN1 3BX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7537930001,MISS KA BABOS,EX17 3DY,V000973,PARK HOUSE DENTAL PRACTICE,EX17 3DY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2737400003,MR J PATEL,KT6 7BZ,V002351,THE COTTAGE DENTAL PRACTICE,KT6 7BZ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,2324240001,MRS SL RAGSDALE,B78 1DR,V006094,POLESWORTH DENTAL CENTRE,B78 1DR,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1364250002,BARSAR LTD,SL5 7EN,V004358,ASCOT DENTAL PRACTICE,SL5 7EN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1012810080,OASIS DENTAL CARE LTD,BS7 8NR,V007135,OASIS DENTAL CARE LTD,BS7 8NR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8139230002,MR JS MANDAIR,HA5 1RH,V001511,DENTAL SURGERY,HA5 1RH,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,7933960001,ZAYRA DENTAL PRACTICE,LS9 6NQ,V009427,ZAYRA DENTAL PRACTICE,LS9 6NQ,NA,NA,NA,NA,TRUE,FALSE
202310,1121430001,MR. G. SUMAR & MR. I. GULAMHUSEIN,HA2 6ND,V020408,HEADSTONE LANE (DENTAL SURGERY),HA2 6ND,NA,NA,NA,TRUE,FALSE,FALSE
202310,6258840001,MR R PANDHI & MR A SHAH,EN11 8UA,V001424,DENTAL SURGERY,EN11 8UA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1388000001,MR JAN HARRIS,M3 3NW,V006182,207 DENTAL CARE,M3 3NW,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1164910001,TOOTHWISE LTD.,DL2 2AQ,V001293,DENTAL SURGERY,DL2 2AQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7682860001,EARLS COURT DENTAL PRACTICE,SW5 9RL,V007749,EARLS COURT DENTAL PRACTICE,SW5 9RL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1718590004,OAK DENTAL CARE LIMITED,L39 2DN,V014875,OAK DENTAL CARE LIMITED,L39 2DN,NA,NA,NA,NA,TRUE,FALSE
202310,2396820001,MISS DM PATEL,EN8 7LA,V001437,WALTHAM CROSS DENTAL PRACTICE,EN8 7LA,NA,NA,NA,NA,TRUE,FALSE
202310,1569810001,MR M MAWJEE & MR M ALI,KT12 4HW,V002160,DENTAL SURGERY,KT12 4HW,NA,NA,NA,NA,TRUE,FALSE
202310,1034180000,SCAPTRANI DENTAL LIMITED,BN25 1NT,V000597,CLAREMONT DENTAL PRACTICE,BN25 1NT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7420660001,MISS S GAJREE,CR7 7NA,V004854,WARWICK GARDENS DENTAL PRACTICE,CR7 7NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,3377810001,PRACTICE ON THE HILL,NW3 1NH,V004133,THE PRACTICE ON THE HILL,NW3 1NH,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,9093860001,MR AN HARGREAVES,DY9 8BX,V004465,DENTAL SURGERY,DY9 8BX,NA,NA,NA,NA,TRUE,FALSE
202310,1533380001,ORCHARD DENTAL PRACTICE,IG11 7RS,V002823,THE ORCHARD HEALTH CENTRE,IG11 7RS,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,9318880001,MRS JN MASON,TN31 6NA,V015084,NORTHIAM DENTAL PRACTICE,TN31 6NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1012810122,OASIS DENTAL CARE LTD,GU51 3AF,V008832,OASIS DENTAL CARE LTD,GU51 3AF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7692580002,MR S TALWAR,B32 3LE,V001479,JIGGINS LANE (DENTAL SURGERY),B32 3LE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,2103070001,RAVREET SAHOTA AND ARTI SINGH,DA3 8PR,V005452,NEW ASH GREEN DENTAL CENTRE,DA3 8PR,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,3402860004,MR SAEED HABIBPOUR,GU4 7EW,V014952,MERROW PARK DENTAL PRACTICE,GU4 7EW,NA,NA,NA,NA,TRUE,FALSE
202310,8195650001,MR MN SOUTHON,CT2 7AB,V006535,ST STEPHENS DENTAL PRACTICE,CT2 7AB,NA,NA,NA,TRUE,FALSE,FALSE
202310,9098900001,COLOSSEUM DENTAL,W6 7JP,V005457,118 - 120 HAMMERSMITH ROAD,W6 7JP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6823650013,MR QM JAFFRI,WN2 1YX,V007607,DENTAL SURGERY,WN2 1YX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1490710001,ANDREW FENN & COLIN DE LUCCHI,CB7 5HJ,V005580,DENTAL SURGERY,CB7 5HJ,NA,NA,NA,NA,NA,TRUE
202310,1080220003,P B ROBINSON DONCASTER LTD,DN11 0TS,V003079,ROBINSON DENTIST,DN11 0TS,NA,NA,NA,NA,TRUE,FALSE
202310,1022030000,AURUM DENTAL CARE UK LIMITED,BD9 4QU,V002614,DENTAL SURGERY,BD9 4QU,NA,NA,NA,NA,TRUE,FALSE
202310,2085740001,KIRKHEATON DENTAL PRACTICE,HD5 0JE,V003312,KIRKHEATON DENTAL,HD5 0JE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7520290002,MR PD JINKS,PL4 8PT,V006519,ARMADA DENTAL SURGERY,PL4 8PT,NA,NA,NA,NA,TRUE,FALSE
202310,3603410001,MS O SADIQ,SE6 4UE,V004794,STANSTEAD ROAD (DENTAL SURGERY),SE6 4UE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,5760500001,MR AJ STOGGALL,SK2 6QZ,V003259,DENTAL PRACTICE,SK2 6QZ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1127200001,GOLDEN TRIANGLE PRACTICE LLP,NR2 3HA,V000830,DENTAL SURGERY,NR2 3HA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6837280001,MR N KHALID,M20 1AB,V007323,DENTAL SURGERY,M20 1AB,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,3411260001,TRU SMILE DENTAL PRACTICE PARTNERSHIP,SS15 5PT,V006986,1 DANACRE [DENTAL SURGERY],SS15 5PT,NA,NA,NA,NA,TRUE,FALSE
202310,2142480002,ALEXANDRA DENTAL PRACTICE,HP2 4AG,V007941,ALEXANDRA DENTAL PRACTICE,HP2 4AG,NA,NA,NA,NA,TRUE,FALSE
202310,3355090001,MRS GC BASKERAN,HA3 0QJ,V003005,MRS GC BASKERAN,HA3 0QJ,NA,NA,NA,NA,TRUE,FALSE
202310,8475500001,MRS R SHERIFF,SE22 8BQ,V009401,DULWICH OAK DENTAL PRACTICE,SE22 8BQ,NA,NA,NA,NA,TRUE,FALSE
202310,9217420003,WOODGRANGE DENTAL SURGERY PARTNERSHIP,SE27 9BW,V000632,ARKH-VIEW DENTAL CENTRE,SE27 9BW,NA,NA,NA,NA,TRUE,FALSE
202310,1993700001,PITTHAM DENTAL LTD,BN17 6AU,V001411,DENTAL SURGERY,BN17 6AU,NA,NA,NA,NA,NA,TRUE
202310,1012810073,OASIS DENTAL CARE LTD,SL4 5BB,V004321,BUPA DENTAL CARE WINDSOR,SL4 5BB,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8219690003,MRS H BURNS BDS LIMITED,PR2 3QA,V001864,BURNS DENTAL,PR2 3QA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1009150000,DR GUL ARSHAD,B61 9LJ,V007330,ANNE CHRISTINA HADDON,B61 9LJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1406780001,ALLEN HOUSE DENTAL PRACTICE,CW1 6EJ,V004929,ALLEN HOUSE DENTAL PRACTICE,CW1 6EJ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2143610001,MS ARCHANA PRASAD,M34 3LE,V007368,PANCHMATIA DENTAL SURGERY,M34 3LE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1568840001,WEST END SMILE CENTER LTD,SO30 3HA,V007436,QUALITY AND CARING DENTISTRY,SO30 3HA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9089160001,REDBOURN DENTAL CARE,AL3 7LW,V006283,REDBOURN DENTAL PRACTICE,AL3 7LW,NA,NA,NA,TRUE,FALSE,FALSE
202310,5597410002,R DATTANI,NW6 7HR,V001980,KILBURN DENTAL STUDIO,NW6 7HR,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,3349520002,MR JP OLD,NE22 7DU,V007647,DENTAL SURGERY,NE22 7DU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2567220001,MR S PATEL,W1T 6NA,V004183,DENTAL SURGERY,W1T 6NA,NA,NA,NA,NA,TRUE,FALSE
202310,6435720002,DR JF ALLSOPP,WS1 1HR,V006931,DENTAL SURGERY,WS1 1HR,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1699270002,KINGS DENTAL CARE,RH19 1AW,V001386,KINGS DENTAL PRACTICE,RH19 1AW,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1803190001,RODERICKS DENTAL LIMITED,BA4 5AN,V000922,HIGH STREET DENTAL PRACTICE - SHEPTON MALLETT,BA4 5AN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1259110002,PRETTYGATE DENTAL PRACTICE LIMITED,CO2 8QY,V004624,MERSEA ROAD DENTAL SURGERY,CO2 8QY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,7710070001,LONG BUCKBY DENTAL PRACTICE PARTNERSHIP,NN6 7RE,V006912,DENTAL SURGERY,NN6 7RE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1667580001,THE BLOCKLEY PARTNERSHIP,TN4 8BH,V003728,THE BLOCKLEY PARTNERSHIP,TN4 8BH,NA,NA,NA,NA,TRUE,FALSE
202310,6887890002,MRS N SHAH,EN6 4HT,V001417,THE DENTAL CENTRE,EN6 4HT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7405860001,NAMAN VIJAY SHAH,HA0 2RH,V001568,HARROW ROAD DENTAL SURGERY,HA0 2RH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,7729680001,MISS SN HUSSAIN,SK6 1NB,V003264,HOLLY HOUSE DENTAL PRACTICE,SK6 1NB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1030630001,MR KS RATRA,B60 2BQ,V007332,DENTAL SURGERY,B60 2BQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9146810001,MR VK SETHI,EN5 1LJ,V005840,YORK ROAD (DENTAL SURGERY),EN5 1LJ,NA,NA,NA,NA,TRUE,FALSE
202310,9610940001,FOLAKE OGUNNOWO,ME15 9BQ,V168422,ORCHARD DENTAL PRACTICE,ME15 9BQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,2078370001,MR RK DESAI,MK2 3HN,V000865,WATER EATON HEALTH CENTRE,MK2 3HN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1907640001,D R. SAIMA BASHIR AND DR. SHAPOUR SARABI PARTNERSHIP,OX4 3LR,V005568,DENTAL SURGERY,OX4 3LR,NA,NA,NA,NA,TRUE,FALSE
202310,1004760000,JAYNE WITHINSHAW LIMITED,RH20 2BP,V001739,DENTAL SURGERY,RH20 2BP,NA,NA,NA,NA,TRUE,FALSE
202310,1232180001,DAYADENT LIMITED,LE5 3DF,V008627,DENTAL SURGERY,LE5 3DF,NA,NA,NA,NA,TRUE,FALSE
202310,1012810097,OASIS DENTAL CARE LTD,TF1 1DG,V007250,OASIS DENTAL CARE LTD,TF1 1DG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,9167570004,MR KJ KHAN,L18 2DD,V003816,ALLERTON DENTAL CARE,L18 2DD,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,7259430001,MR D LEUNG,S12 2AQ,V005179,DENTAL SURGERY,S12 2AQ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8208730001,MR ST KACZMARCZYK,LE13 0TR,V004776,DENTAL SURGERY,LE13 0TR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1003990000,MALVERN SPRING DENTAL PRACTICE LTD,WR14 1AJ,V009395,58 SPRING LANE (DENTAL SURGERY),WR14 1AJ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,1009610000,HOLMES CHAPEL DENTAL PRACTICE,CW4 7AP,V004947,HOLMES CHAPEL DENTAL PRACTICE,CW4 7AP,NA,NA,NA,TRUE,FALSE,FALSE
202310,3366880001,MISS CR CAREY,RH14 9QS,V001742,DENTAL SURGERY,RH14 9QS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1498880001,CVDC LTD,LS15 8BA,V002647,CHURCH VIEW DENTAL CARE,LS15 8BA,NA,NA,NA,NA,TRUE,FALSE
202310,1762140001,WARRIOR SQUARE DENTAL PRACTICE LTD,TN37 6BS,V001173,DENTAL SURGERY,TN37 6BS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,8143420002,GRANGE DENTAL PRACTICE,TS20 2QQ,V000134,LYNES DENTAL SURGERY,TS20 2QQ,NA,NA,NA,TRUE,FALSE,FALSE
202310,1156730001,RYE DENTAL SURGERY PARTNERSHIP,TN31 7JE,V001471,DENTAL SURGERY,TN31 7JE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1113170001,OH DENTAL LTD,TN27 9QU,V003164,DENTAL SURGERY,TN27 9QU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,1598080001,REDLAND DENTAL PRACTICE,BS6 6RD,V007144,THE REDLAND ROAD DENTAL PRACTICE,BS6 6RD,NA,NA,NA,NA,TRUE,FALSE
202310,1212900001,MOUNT ROAD DENTAL SURGERY,KT9 1JG,V002310,MOUNT ROAD DENTAL SURGERY,KT9 1JG,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,8786500001,MS M YANMAZ,TN40 1JP,V001473,DENTAL SURGERY,TN40 1JP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202310,1202510001,W. M. ROSTEN LTD,TW13 6HD,V007876,TW13 DENTAL,TW13 6HD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202310,6808850003,MR A JAFARI,TN39 3JD,V001486,DENTAL CARE,TN39 3JD,NA,NA,NA,NA,TRUE,FALSE
202310,7760090002,MISS R RAY,ME2 3HF,V003392,CENTRAL ROAD (DENTAL SURGERY),ME2 3HF,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
202310,9216450005,BRIGHTSMILE DENTAL CARE (EPSOM),KT17 1HF,V002869,BRIGHT SMILE DENTAL CARE (E),KT17 1HF,NA,NA,NA,NA,TRUE,FALSE
